gname,chromosome,orientation,start,end
YNL246W,chrXIV,+,185459,186349
YNL245C,chrXIV,-,186345,186885
YNL244C,chrXIV,-,187169,187496
YNL243W,chrXIV,+,188050,190957
YNL242W,chrXIV,+,191323,196102
YNL241C,chrXIV,-,196425,197943
YNL240C,chrXIV,-,198501,199977
YNL239W,chrXIV,+,200568,201933
YNL238W,chrXIV,+,202427,204872
YNL237W,chrXIV,+,205187,206567
YNL236W,chrXIV,+,206929,209854
YNL235C,chrXIV,-,209547,209979
YNL234W,chrXIV,+,210232,211513
YNL233W,chrXIV,+,211921,214600
YNL232W,chrXIV,+,214922,215801
YNL231C,chrXIV,-,215986,217042
YNL230C,chrXIV,-,217522,218662
YNL229C,chrXIV,-,219136,220201
YNL228W,chrXIV,+,220644,221421
YNL227C,chrXIV,-,220658,222431
YNL226W,chrXIV,+,222238,222649
YNL225C,chrXIV,-,222723,224469
YNL224C,chrXIV,-,224795,227099
YNL223W,chrXIV,+,227369,228854
YNL222W,chrXIV,+,229093,229714
snR19,chrXIV,-,230104,230672
YNL221C,chrXIV,-,231067,233695
YNL220W,chrXIV,+,234412,235714
YNL219C,chrXIV,-,235995,237663
YNL218W,chrXIV,+,238237,240001
YNL217W,chrXIV,+,240330,241311
YNL216W,chrXIV,+,241688,244172
YNL215W,chrXIV,+,244467,245430
YNL214W,chrXIV,+,245616,246216
YNL213C,chrXIV,-,246459,247104
YNL212W,chrXIV,+,247460,249809
YNL211C,chrXIV,-,250054,250315
YNL210W,chrXIV,+,250930,251743
YNL209W,chrXIV,+,252058,253900
YNL208W,chrXIV,+,254417,255017
YNL207W,chrXIV,+,255352,256630
YNL206C,chrXIV,-,256787,258155
YNL205C,chrXIV,-,258154,258577
YNL204C,chrXIV,-,258374,259277
YNL203C,chrXIV,-,259438,260050
YNL202W,chrXIV,+,259577,260456
YNL201C,chrXIV,-,260626,263203
YNL200C,chrXIV,-,263712,264453
YNL199C,chrXIV,-,264925,266530
YNL198C,chrXIV,-,266513,266816
YNL197C,chrXIV,-,267607,269593
YNL196C,chrXIV,-,270274,271171
YNL195C,chrXIV,-,271522,272308
YNL194C,chrXIV,-,272709,273615
YNL193W,chrXIV,+,274367,276044
YNL192W,chrXIV,+,276501,279897
YNL191W,chrXIV,+,280431,281505
YNL190W,chrXIV,+,282394,283009
YNL189W,chrXIV,+,284259,285888
YNL188W,chrXIV,+,286307,287609
YNL187W,chrXIV,+,287993,289067
YNL186W,chrXIV,+,289497,291876
YNL185C,chrXIV,-,292192,292669
YNL184C,chrXIV,-,292556,292883
YNL183C,chrXIV,-,293136,295509
YNL182C,chrXIV,-,295959,297627
YNL181W,chrXIV,+,298334,299558
YNL180C,chrXIV,-,299653,300649
YNL179C,chrXIV,-,300665,301103
YNL178W,chrXIV,+,302679,303402
YNL177C,chrXIV,-,303685,304615
YNL176C,chrXIV,-,305069,306980
YNL175C,chrXIV,-,307400,308612
YNL174W,chrXIV,+,308073,308646
YNL173C,chrXIV,-,308956,310057
YNL172W,chrXIV,+,310635,315882
YNL171C,chrXIV,-,315628,315997
YNL170W,chrXIV,+,315977,316373
YNL169C,chrXIV,-,316168,317671
YNL168C,chrXIV,-,318029,318809
YNL167C,chrXIV,-,319415,321359
YNL166C,chrXIV,-,322218,323565
YNL165W,chrXIV,+,323831,325052
YNL164C,chrXIV,-,325264,326320
YNL163C,chrXIV,-,326740,330073
YNL162W-A,chrXIV,+,330328,330547
YNL162W,chrXIV,+,331321,332154
YNL161W,chrXIV,+,332596,334867
YNL160W,chrXIV,+,336544,337609
YNL159C,chrXIV,-,338477,339347
YNL158W,chrXIV,+,339611,340208
YNL157W,chrXIV,+,340351,340858
YNL156C,chrXIV,-,341068,341968
YNL155W,chrXIV,+,342515,343340
YNL154C,chrXIV,-,343635,345276
YNL153C,chrXIV,-,345668,346058
YNL152W,chrXIV,+,346312,347542
YNL151C,chrXIV,-,347765,348521
YNL150W,chrXIV,+,349250,349658
YNL149C,chrXIV,-,349366,349756
YNL148C,chrXIV,-,349906,350671
YNL147W,chrXIV,+,350939,351383
YNL146C-A,chrXIV,-,351385,351580
YNL146W,chrXIV,+,351714,352017
YNL145W,chrXIV,+,352413,352530
YNL144C,chrXIV,-,352819,355042
YNL144W-A,chrXIV,+,353060,353144
YNL143C,chrXIV,-,356793,357186
YNL142W,chrXIV,+,357452,358952
YNL141W,chrXIV,+,359595,360639
YNL140C,chrXIV,-,360916,361486
YNL139C,chrXIV,-,360923,365717
YNL138W-A,chrXIV,+,366032,366412
YNL138W,chrXIV,+,366740,368321
YNL137C,chrXIV,-,368594,370055
YNL136W,chrXIV,+,370367,371645
YNL135C,chrXIV,-,371881,372226
YNL134C,chrXIV,-,372450,373581
YNL133C,chrXIV,-,374170,374692
tF(GAA)N,chrXIV,+,374868,374959
YNL132W,chrXIV,+,375320,378491
YNL131W,chrXIV,+,378766,379225
YNL130C,chrXIV,-,379557,380831
YNL130C-A,chrXIV,-,381244,381391
YNL129W,chrXIV,+,381479,382202
YNL128W,chrXIV,+,382358,383663
YNL127W,chrXIV,+,383986,386848
YNL126W,chrXIV,+,387226,389767
YNL125C,chrXIV,-,390145,392167
YNL124W,chrXIV,+,392891,394370
YNL123W,chrXIV,+,394684,397678
YNL122C,chrXIV,-,398022,398370
YNL121C,chrXIV,-,398683,400537
YNL120C,chrXIV,-,401032,401518
YNL119W,chrXIV,+,401039,402521
YNL118C,chrXIV,-,402651,405564
YNL117W,chrXIV,+,406357,408022
YNL116W,chrXIV,+,408340,409909
YNL115C,chrXIV,-,410118,412053
YNL114C,chrXIV,-,412683,413055
YNL113W,chrXIV,+,412770,413199
YNL112W,chrXIV,+,413638,416281
YNL111C,chrXIV,-,416939,417302
YNL110C,chrXIV,-,417825,418488
YNL109W,chrXIV,+,418963,419509
YNL108C,chrXIV,-,419013,419826
YNL107W,chrXIV,+,420097,420778
YNL106C,chrXIV,-,420943,424495
YNL105W,chrXIV,+,424154,424583
YNL104C,chrXIV,-,424894,426754
YNL103W-A,chrXIV,+,426718,426808
YNL103W,chrXIV,+,427734,429753
YNL102W,chrXIV,+,430086,434493
YNL101W,chrXIV,+,434998,437140
YNL100W,chrXIV,+,437612,438317
YNL099C,chrXIV,-,438566,439283
YNL098C,chrXIV,-,439601,440570
YNL097C-B,chrXIV,-,440796,440919
YNL097C,chrXIV,-,441365,442358
YNL097W-A,chrXIV,+,441430,441586
tL(CAA)N,chrXIV,+,443005,443119
YNL096C,chrXIV,-,443397,444315
YNL095C,chrXIV,-,444911,446840
YNL094W,chrXIV,+,447610,449374
YNL093W,chrXIV,+,449867,450530
YNL092W,chrXIV,+,450870,452073
YNL091W,chrXIV,+,452407,456130
YNL090W,chrXIV,+,456564,457143
YNL089C,chrXIV,-,456692,457169
YNL088W,chrXIV,+,457703,461990
YNL087W,chrXIV,+,462410,465947
YNL086W,chrXIV,+,466333,466642
YNL085W,chrXIV,+,467130,469623
YNL084C,chrXIV,-,470052,471102
YNL083W,chrXIV,+,471376,472861
YNL082W,chrXIV,+,473390,476012
YNL081C,chrXIV,-,476187,476619
YNL080C,chrXIV,-,476931,478032
YNL079C,chrXIV,-,478565,479165
YNL078W,chrXIV,+,479767,480991
YNL077W,chrXIV,+,481390,482977
YNL076W,chrXIV,+,483555,485310
YNL075W,chrXIV,+,485606,486479
YNL074C,chrXIV,-,486765,488124
YNL073W,chrXIV,+,488385,490116
YNL072W,chrXIV,+,490316,491240
YNL071W,chrXIV,+,491522,492971
YNL070W,chrXIV,+,493365,493548
YNL069C,chrXIV,-,493955,495001
YNL068C,chrXIV,-,495700,498289
YNL067W-A,chrXIV,+,498537,498684
YNL067W-B,chrXIV,+,499416,499557
YNL067W,chrXIV,+,499680,500256
YNL066W,chrXIV,+,501514,502777
YNL065W,chrXIV,+,503723,505484
YNL064C,chrXIV,-,505867,507097
YNL063W,chrXIV,+,507757,508702
YNL062C,chrXIV,-,508775,510212
YNL061W,chrXIV,+,510539,512396
YNL059C,chrXIV,-,512667,514935
YNL058C,chrXIV,-,515762,516713
YNL057W,chrXIV,+,516402,516735
YNL056W,chrXIV,+,517248,517842
YNL055C,chrXIV,-,517993,518845
tD(GUC)N,chrXIV,-,519098,519169
YNL054W-A,chrXIV,+,519455,520778
YNL054W-B,chrXIV,+,519455,524706
YNL054W,chrXIV,+,526085,529583
YNL053W,chrXIV,+,529941,531411
YNL052W,chrXIV,+,531724,532186
YNL051W,chrXIV,+,532658,533870
YNL050C,chrXIV,-,534078,534982
YNL049C,chrXIV,-,535280,537911
YNL048W,chrXIV,+,538172,539819
YNL047C,chrXIV,-,539910,541881
YNL046W,chrXIV,+,542303,542822
YNL045W,chrXIV,+,542962,544978
YNL044W,chrXIV,+,545267,545877
YNL043C,chrXIV,-,545588,545909
tP(UGG)N1,chrXIV,+,547093,547196
YNL042W-B,chrXIV,+,547112,547370
YNL042W,chrXIV,+,548099,549290
YNL041C,chrXIV,-,549467,551987
YNL040W,chrXIV,+,553379,554750
YNL039W,chrXIV,+,555047,556832
YNL038W,chrXIV,+,557019,557783
YNL037C,chrXIV,-,557919,559002
YNL036W,chrXIV,+,559813,560479
tT(AGU)N2,chrXIV,-,560692,560765
tP(UGG)N2,chrXIV,+,568114,568217
YNL035C,chrXIV,-,568521,569691
tI(AAU)N1,chrXIV,-,569866,569940
YNL034W,chrXIV,+,570476,572315
YNL033W,chrXIV,+,572998,573853
YNL032W,chrXIV,+,574505,575351
YNL031C,chrXIV,-,575639,576050
YNL030W,chrXIV,+,576726,577038
YNL029C,chrXIV,-,577204,578773
YNL028W,chrXIV,+,578678,578996
YNL027W,chrXIV,+,579579,581616
YNL026W,chrXIV,+,581919,583374
YNL025C,chrXIV,-,584319,585291
NME1,chrXIV,+,585586,585926
snR66,chrXIV,+,586089,586175
YNL024C-A,chrXIV,-,586601,586820
YNL024C,chrXIV,-,587106,587847
YNL023C,chrXIV,-,588262,591160
YNL022C,chrXIV,-,591426,592899
YNL021W,chrXIV,+,593226,595347
YNL020C,chrXIV,-,595622,597539
YNL019C,chrXIV,-,598375,599230
YNL018C,chrXIV,-,599935,601774
YNL017C,chrXIV,-,602137,602476
tI(AAU)N2,chrXIV,+,602311,602385
YNL016W,chrXIV,+,602906,604268
YNL015W,chrXIV,+,605383,605611
YNL014W,chrXIV,+,606318,609453
YNL013C,chrXIV,-,609132,609510
YNL012W,chrXIV,+,609685,611665
YNL011C,chrXIV,-,611835,613170
YNL010W,chrXIV,+,613634,614360
YNL009W,chrXIV,+,614820,616083
YNL008C,chrXIV,-,616210,618241
YNL007C,chrXIV,-,618506,619565
YNL006W,chrXIV,+,620066,620978
YNL005C,chrXIV,-,621312,622428
YNL004W,chrXIV,+,622914,624621
YNL003C,chrXIV,-,624974,625829
YNL002C,chrXIV,-,626173,627142
YNL001W,chrXIV,+,627455,628616
YNR001C,chrXIV,-,629621,631061
YNR001W-A,chrXIV,+,631262,631481
tP(AGG)N,chrXIV,-,631845,631917
tN(GUU)N2,chrXIV,+,632598,632672
YNR002C,chrXIV,-,633007,633856
YNR003C,chrXIV,-,634343,635297
YNR003W-A,chrXIV,+,634419,634518
YNR004W,chrXIV,+,635942,636383
YNR005C,chrXIV,-,636930,637335
YNR006W,chrXIV,+,636985,638854
YNR007C,chrXIV,-,639181,640114
YNR008W,chrXIV,+,640395,642381
YNR009W,chrXIV,+,642689,643439
YNR010W,chrXIV,+,643743,644193
YNR011C,chrXIV,-,644319,646950
YNR012W,chrXIV,+,647431,648937
YNR013C,chrXIV,-,649027,651712
YNR014W,chrXIV,+,652464,653103
YNR015W,chrXIV,+,653386,654541
YNR016C,chrXIV,-,654672,661374
YNR017W,chrXIV,+,662912,663581
YNR018W,chrXIV,+,664269,664944
YNR019W,chrXIV,+,665338,667267
YNR020C,chrXIV,-,667409,668222
YNR021W,chrXIV,+,668376,669591
YNR022C,chrXIV,-,669773,670193
YNR023W,chrXIV,+,670417,672118
YNR024W,chrXIV,+,672408,672969
YNR025C,chrXIV,-,672701,673061
YNR026C,chrXIV,-,673273,674689
YNR027W,chrXIV,+,674922,675876
YNR028W,chrXIV,+,676176,677103
YNR029C,chrXIV,-,677198,678488
YNR030W,chrXIV,+,678798,680454
YNR031C,chrXIV,-,680693,685433
YNR032W,chrXIV,+,686009,687116
YNR032C-A,chrXIV,-,687242,687464
YNR033W,chrXIV,+,687634,689998
YNR034W,chrXIV,+,690320,691286
YNR034W-A,chrXIV,+,692560,692857
YNR035C,chrXIV,-,693018,694047
YNR036C,chrXIV,-,694360,694822
YNR037C,chrXIV,-,695051,695327
YNR038W,chrXIV,+,695594,697484
YNR039C,chrXIV,-,697613,699431
YNR040W,chrXIV,+,699689,700460
YNR041C,chrXIV,-,700540,701659
YNR042W,chrXIV,+,701237,701666
YNR043W,chrXIV,+,701894,703085
YNR044W,chrXIV,+,703698,705876
YNR045W,chrXIV,+,706138,707608
YNR046W,chrXIV,+,707787,708195
YNR047W,chrXIV,+,708522,711204
YNR048W,chrXIV,+,711629,712811
YNR049C,chrXIV,-,713022,713655
YNR050C,chrXIV,-,714047,715388
snR49,chrXIV,+,716119,716284
YNR051C,chrXIV,-,716779,718327
YNR052C,chrXIV,-,719345,720647
YNR053C,chrXIV,-,721119,723112
snR191,chrXIV,-,721937,722211
YNR054C,chrXIV,-,723355,724306
tL(UAA)N,chrXIV,-,726133,726217
YNR055C,chrXIV,-,728425,730186
YNR056C,chrXIV,-,731617,733303
YNR057C,chrXIV,-,733355,734069
YNR058W,chrXIV,+,734290,735733
YNR059W,chrXIV,+,736802,738545
YNR060W,chrXIV,+,739950,742110
YNR061C,chrXIV,-,742880,743540
YNR062C,chrXIV,-,744359,745343
YNR063W,chrXIV,+,746942,748766
YNR064C,chrXIV,-,749135,750008
YNR065C,chrXIV,-,750349,753700
YNR066C,chrXIV,-,753724,755035
YNR067C,chrXIV,-,755745,759099
YNR068C,chrXIV,-,760066,760885
YNR069C,chrXIV,-,761122,762592
YNR070W,chrXIV,+,765374,769376
YNR071C,chrXIV,-,770439,771468
YNR072W,chrXIV,+,772656,774351
YNR073C,chrXIV,-,774791,776300
YNR074C,chrXIV,-,777601,778738
YNR075W,chrXIV,+,779915,781040
YNR075C-A,chrXIV,-,781510,781603
YNR076W,chrXIV,+,781917,782280
YNR077C,chrXIV,-,783286,783541
YOL166W-A,chrXV,+,584,740
YOL166C,chrXV,-,999,1338
YOL165C,chrXV,-,1646,2078
YOL164W-A,chrXV,+,4129,4312
YOL164W,chrXV,+,6174,8115
YOL163W,chrXV,+,9596,10106
YOL162W,chrXV,+,10118,10766
YOL161C,chrXV,-,11548,11911
YOL160W,chrXV,+,14312,14654
YOL159C-A,chrXV,-,15232,15505
YOL159C,chrXV,-,17280,17796
YOL158C,chrXV,-,19490,21311
YOL157C,chrXV,-,22524,24294
YOL156W,chrXV,+,25272,26976
YOL155W-A,chrXV,+,27083,27218
YOL155C,chrXV,-,28702,31606
YOL154W,chrXV,+,34657,35407
YOL153C,chrXV,-,36821,38567
YOL152W,chrXV,+,40747,42610
YOL151W,chrXV,+,43693,44722
YOL150C,chrXV,-,44472,44784
YOL149W,chrXV,+,44937,45633
YOL148C,chrXV,-,45759,47574
YOL147C,chrXV,-,47932,48643
YOL146W,chrXV,+,48863,49448
YOL145C,chrXV,-,49554,52788
YOL144W,chrXV,+,53097,54552
YOL143C,chrXV,-,54594,55104
YOL142W,chrXV,+,55557,56280
YOL141W,chrXV,+,56451,58539
YOL140W,chrXV,+,58758,60030
YOL139C,chrXV,-,60382,61024
YOL138C,chrXV,-,61324,65350
YOL137W,chrXV,+,65620,67114
YOL136C,chrXV,-,67560,68754
YOL135C,chrXV,-,69375,70044
YOL134C,chrXV,-,70155,70545
YOL133W,chrXV,+,70324,70690
YOL132W,chrXV,+,71299,72715
YOL131W,chrXV,+,73030,73357
YOL130W,chrXV,+,74399,76979
YOL129W,chrXV,+,77559,78114
YOL128C,chrXV,-,78351,79479
YOL127W,chrXV,+,80347,81190
YOL126C,chrXV,-,81786,82920
YOL125W,chrXV,+,83833,85264
YOL124C,chrXV,-,85455,86757
YOL123W,chrXV,+,87843,89448
YOL122C,chrXV,-,89691,91419
YOL121C,chrXV,-,92025,92850
YOL120C,chrXV,-,93394,94402
YOL119C,chrXV,-,94855,96361
YOL118C,chrXV,-,96607,96916
YOL117W,chrXV,+,97550,99488
YOL116W,chrXV,+,99808,100957
YOL115W,chrXV,+,101474,103229
YOL114C,chrXV,-,103316,103925
YOL113W,chrXV,+,104325,106293
YOL112W,chrXV,+,106709,108188
YOL111C,chrXV,-,108257,108896
YOL110W,chrXV,+,109175,109889
YOL109W,chrXV,+,110296,110638
tG(UCC)O,chrXV,-,110961,111033
YOL108C,chrXV,-,111430,111886
YOL107W,chrXV,+,112101,113130
YOL106W,chrXV,+,113225,113579
tT(AGU)O1,chrXV,+,113801,113874
YOL105C,chrXV,-,114137,115808
YOL104C,chrXV,-,116395,117454
YOL103W-B,chrXV,+,117999,123268
YOL103W-A,chrXV,+,117999,119322
YOL103W,chrXV,+,124000,125830
YOL102C,chrXV,-,125996,126689
YOL101C,chrXV,-,126981,127920
YOL100W,chrXV,+,129236,132482
YOL099C,chrXV,-,132016,132508
YOL098C,chrXV,-,132724,135838
snR58,chrXV,-,136087,136183
YOL097W-A,chrXV,+,136219,136405
YOL097C,chrXV,-,136526,137825
YOL096C,chrXV,-,138106,139045
YOL095C,chrXV,-,139226,141347
YOL094C,chrXV,-,141583,142555
YOL093W,chrXV,+,142814,143696
YOL092W,chrXV,+,144203,145130
YOL091W,chrXV,+,145333,147163
YOL090W,chrXV,+,147381,150276
YOL089C,chrXV,-,150397,153490
YOL088C,chrXV,-,153911,154745
YOL087C,chrXV,-,155286,158637
YOL086W-A,chrXV,+,159172,159445
YOL086C,chrXV,-,159547,160594
YOL085W-A,chrXV,+,161578,161791
YOL085C,chrXV,-,161672,162014
YOL084W,chrXV,+,162355,165331
YOL083W,chrXV,+,165713,166952
YOL083C-A,chrXV,-,166460,166601
YOL082W,chrXV,+,168726,169974
YOL081W,chrXV,+,171069,180309
YOL080C,chrXV,-,180557,181427
YOL079W,chrXV,+,181056,181455
YOL078W,chrXV,+,181681,185212
YOL077W-A,chrXV,+,185437,185644
YOL077C,chrXV,-,185847,186723
YOL076W,chrXV,+,187023,189414
YOL075C,chrXV,-,189657,193542
YOL073C,chrXV,-,193831,194800
YOL072W,chrXV,+,194969,196337
YOL071W,chrXV,+,196506,196995
YOL070C,chrXV,-,197219,198725
YOL069W,chrXV,+,198941,200297
YOL068C,chrXV,-,200367,201879
YOL067C,chrXV,-,201984,202518
YOL066C,chrXV,-,202695,204471
YOL065C,chrXV,-,204730,205885
YOL064C,chrXV,-,206102,207176
YOL063C,chrXV,-,207391,210265
YOL062C,chrXV,-,210519,211995
YOL061W,chrXV,+,212243,213734
YOL060C,chrXV,-,214016,216137
YOL059W,chrXV,+,217125,218448
YOL058W,chrXV,+,219210,220473
YOL057W,chrXV,+,220766,222902
YOL056W,chrXV,+,223267,224179
YOL055C,chrXV,-,224419,226075
tG(GCC)O1,chrXV,-,226610,226681
tN(GUU)O1,chrXV,+,228330,228404
YOL054W,chrXV,+,228613,229834
YOL053W,chrXV,+,230084,231272
YOL052C-A,chrXV,-,231569,231755
YOL052C,chrXV,-,232445,233636
snR81,chrXV,+,234345,234546
YOL051W,chrXV,+,234939,238185
YOL050C,chrXV,-,237881,238202
YOL049W,chrXV,+,238618,240094
YOL048C,chrXV,-,240203,241310
YOL047C,chrXV,-,241613,242747
YOL046C,chrXV,-,243465,244140
YOL045W,chrXV,+,243496,246802
YOL044W,chrXV,+,247149,248301
YOL043C,chrXV,-,248391,249534
YOL042W,chrXV,+,249824,250916
YOL041C,chrXV,-,251266,252646
YOL040C,chrXV,-,253148,253577
YOL039W,chrXV,+,254296,254617
YOL038C-A,chrXV,-,254925,255021
YOL038W,chrXV,+,255336,256101
YOL037C,chrXV,-,256665,257019
YOL036W,chrXV,+,256744,259030
YOL035C,chrXV,-,258802,259105
snR50,chrXV,+,259488,259578
YOL034W,chrXV,+,259922,263204
YOL033W,chrXV,+,263474,265085
YOL032W,chrXV,+,265428,266169
YOL031C,chrXV,-,266263,267529
YOL030W,chrXV,+,268186,269641
YOL029C,chrXV,-,269814,270420
YOL028C,chrXV,-,270632,271370
YOL027C,chrXV,-,272002,273724
YOL026C,chrXV,-,274011,274353
tS(GCU)O,chrXV,+,274672,274773
YOL025W,chrXV,+,274956,276939
YOL024W,chrXV,+,277085,277604
YOL023W,chrXV,+,278055,280086
YOL022C,chrXV,-,280271,281498
tG(GCC)O2,chrXV,+,282163,282234
YOL021C,chrXV,-,282420,285426
YOL020W,chrXV,+,286171,287950
tY(GUA)O,chrXV,+,288191,288280
YOL019W-A,chrXV,+,288419,288572
YOL019W,chrXV,+,288897,290553
YOL018C,chrXV,-,290880,292074
YOL017W,chrXV,+,292528,294673
YOL016C,chrXV,-,294776,296120
YOL015W,chrXV,+,297077,298838
YOL014W,chrXV,+,299692,300067
YOL013W-B,chrXV,+,300689,300980
YOL013W-A,chrXV,+,301046,301238
tP(UGG)O1,chrXV,+,301096,301198
YOL013C,chrXV,-,301379,303035
YOL012C,chrXV,-,303578,303983
YOL011W,chrXV,+,305348,307409
YOL010W,chrXV,+,307937,309041
YOL009C,chrXV,-,309323,310139
YOL008W,chrXV,+,310311,310935
YOL007C,chrXV,-,311341,312367
YOL006C,chrXV,-,313077,315387
YOL005C,chrXV,-,315812,316175
YOL004W,chrXV,+,316937,321548
YOL003C,chrXV,-,321857,322994
YOL002C,chrXV,-,323410,324364
YOL001W,chrXV,+,325248,326130
YOR001W,chrXV,+,326831,329033
YOR002W,chrXV,+,329416,331051
YOR003W,chrXV,+,331454,332891
YOR004W,chrXV,+,333591,334356
YOR005C,chrXV,-,334508,337343
YOR006C,chrXV,-,337679,338621
YOR007C,chrXV,-,338937,339978
tR(ACG)O,chrXV,-,340298,340371
YOR008C,chrXV,-,341277,342414
YOR008C-A,chrXV,-,342856,343081
YOR008W-B,chrXV,+,343928,344030
YOR009W,chrXV,+,344334,345798
YOR010C,chrXV,-,346194,346950
YOR011W,chrXV,+,349678,353863
tT(AGU)O2,chrXV,-,354040,354113
YOR011W-A,chrXV,+,355651,355858
YOR012W,chrXV,+,356542,356956
YOR013W,chrXV,+,356750,357221
YOR014W,chrXV,+,357673,359947
YOR015W,chrXV,+,359992,360352
YOR016C,chrXV,-,360460,361084
YOR017W,chrXV,+,361411,363814
YOR018W,chrXV,+,364368,366882
YOR019W,chrXV,+,368126,370319
YOR020C,chrXV,-,370523,370844
YOR020W-A,chrXV,+,371684,371957
YOR021C,chrXV,-,372797,373439
YOR022C,chrXV,-,373709,375857
YOR023C,chrXV,-,376011,377712
YOR024W,chrXV,+,377846,378170
YOR025W,chrXV,+,378218,379562
YOR026W,chrXV,+,379780,380806
YOR027W,chrXV,+,381052,382822
YOR028C,chrXV,-,383532,384420
YOR029W,chrXV,+,384599,384935
YOR030W,chrXV,+,386824,388684
YOR031W,chrXV,+,389212,389422
YOR032C,chrXV,-,389770,391075
YOR032W-A,chrXV,+,392175,392376
YOR033C,chrXV,-,392415,394524
YOR034C,chrXV,-,394836,397086
YOR034C-A,chrXV,-,397425,397668
YOR035C,chrXV,-,397734,400104
YOR036W,chrXV,+,400347,401214
YOR037W,chrXV,+,401554,402655
YOR038C,chrXV,-,402760,405388
YOR039W,chrXV,+,405767,406544
YOR040W,chrXV,+,407063,407921
snR9,chrXV,-,407947,408134
YOR041C,chrXV,-,408357,408789
YOR042W,chrXV,+,408424,409660
snR62,chrXV,-,409764,409864
YOR043W,chrXV,+,410869,412330
YOR044W,chrXV,+,413006,413480
YOR045W,chrXV,+,413851,414037
YOR046C,chrXV,-,414458,415907
YOR047C,chrXV,-,416346,417681
YOR048C,chrXV,-,418629,421650
YOR049C,chrXV,-,422667,423732
YOR050C,chrXV,-,424269,424617
YOR051C,chrXV,-,424845,426084
YOR052C,chrXV,-,426771,427224
YOR053W,chrXV,+,427816,428158
YOR054C,chrXV,-,427832,429857
YOR055W,chrXV,+,429477,429912
YOR056C,chrXV,-,430246,431626
YOR057W,chrXV,+,432185,433373
YOR058C,chrXV,-,433687,436345
tK(UUU)O,chrXV,+,438642,438738
YOR059C,chrXV,-,438905,440258
YOR060C,chrXV,-,440389,441163
YOR061W,chrXV,+,441533,442553
YOR062C,chrXV,-,442724,443531
YOR063W,chrXV,+,444685,445849
YOR064C,chrXV,-,446078,446738
YOR065W,chrXV,+,447438,448368
YOR066W,chrXV,+,449435,451325
YOR067C,chrXV,-,451728,453462
YOR069W,chrXV,+,453767,455795
YOR068C,chrXV,-,453868,454213
YOR070C,chrXV,-,455906,457820
YOR071C,chrXV,-,459479,461276
YOR072W,chrXV,+,461501,461816
YOR072W-A,chrXV,+,461790,462039
tP(UGG)O2,chrXV,+,464449,464551
YOR072W-B,chrXV,+,464468,464630
YOR073W,chrXV,+,464770,466543
YOR074C,chrXV,-,466674,467589
YOR073W-A,chrXV,+,467389,467623
YOR075W,chrXV,+,468211,469252
YOR076C,chrXV,-,469376,471620
YOR077W,chrXV,+,471898,472597
YOR078W,chrXV,+,472724,473369
YOR079C,chrXV,-,473474,474416
YOR080W,chrXV,+,474593,476792
YOR081C,chrXV,-,476938,479188
YOR082C,chrXV,-,479295,479637
YOR083W,chrXV,+,479532,480420
YOR084W,chrXV,+,480586,481750
YOR085W,chrXV,+,482032,483085
YOR086C,chrXV,-,483218,486779
tN(GUU)O2,chrXV,+,487438,487512
YOR087W,chrXV,+,487706,489734
YOR089C,chrXV,-,490195,490828
YOR090C,chrXV,-,491122,492841
YOR091W,chrXV,+,493432,494470
YOR092W,chrXV,+,495126,496968
YOR093C,chrXV,-,497505,502452
YOR094W,chrXV,+,502794,503346
YOR095C,chrXV,-,503551,504328
YOR096W,chrXV,+,505793,506767
YOR097C,chrXV,-,506977,507505
YOR098C,chrXV,-,507947,511178
YOR099W,chrXV,+,511824,513006
YOR100C,chrXV,-,513294,514278
YOR101W,chrXV,+,515243,516173
YOR102W,chrXV,+,516422,516773
YOR103C,chrXV,-,516448,516841
YOR104W,chrXV,+,517641,518490
YOR105W,chrXV,+,518194,518521
YOR106W,chrXV,+,519120,519972
YOR107W,chrXV,+,521352,522282
YOR108W,chrXV,+,523026,524841
YOR108C-A,chrXV,-,524604,524814
YOR109W,chrXV,+,525277,528601
YOR110W,chrXV,+,528940,530248
YOR111W,chrXV,+,530428,531127
YOR112W,chrXV,+,531507,533793
YOR113W,chrXV,+,534074,536819
YOR114W,chrXV,+,537569,538454
YOR115C,chrXV,-,538658,539465
YOR116C,chrXV,-,539762,544145
YOR117W,chrXV,+,545028,546333
YOR118W,chrXV,+,546856,548560
YOR119C,chrXV,-,548791,550246
YOR120W,chrXV,+,551113,552052
YOR121C,chrXV,-,551797,552103
YOR122C,chrXV,-,552297,552887
YOR123C,chrXV,-,553175,554570
YOR124C,chrXV,-,554823,558642
YOR125C,chrXV,-,559029,559731
YOR126C,chrXV,-,559960,560677
YOR127W,chrXV,+,561169,564193
YOR128C,chrXV,-,564475,566191
YOR129C,chrXV,-,566876,569558
YOR130C,chrXV,-,569928,570807
tD(GUC)O,chrXV,+,571957,572029
YOR131C,chrXV,-,572181,572838
YOR132W,chrXV,+,573174,574830
YOR133W,chrXV,+,575097,577626
YOR134W,chrXV,+,578563,579793
YOR135C,chrXV,-,580158,580500
YOR136W,chrXV,+,580249,581359
YOR137C,chrXV,-,581812,583681
YOR138C,chrXV,-,584308,586324
YOR139C,chrXV,-,586949,587342
YOR140W,chrXV,+,586980,589281
YOR141C,chrXV,-,589941,592587
YOR142W,chrXV,+,593056,594046
