ENSG,chromosome,orientation,gname,start,end
ENSG00000183161,chr11,-,FANCF,22622519,22626787
ENSG00000166342,chr18,-,NETO1,72742314,72868146
ENSG00000198948,chr4,-,MFAP3L,169986597,170033031
ENSG00000167112,chr9,-,TRUB2,128305161,128322742
ENSG00000196967,chr19,-,ZNF585A,37106734,37172741
ENSG00000168916,chr5,-,ZNF608,124636913,124748807
ENSG00000196876,chr12,+,SCN8A,51590266,51812864
ENSG00000141959,chr21,+,PFKL,44300051,44327376
ENSG00000142632,chr1,-,ARHGEF19,16197854,16212609
ENSG00000171401,chr17,-,KRT13,41500981,41505705
ENSG00000152595,chr4,+,MEPE,87821411,87846817
ENSG00000003056,chr12,-,M6PR,8940363,8949955
ENSG00000102796,chr13,-,DHRS12,51767993,51804157
ENSG00000215269,chrX,+,GAGE12G,49570434,49577754
ENSG00000197540,chr19,+,GZMM,544034,549924
ENSG00000025423,chr12,+,HSD17B6,56752161,56787790
ENSG00000092847,chr1,+,AGO1,35869808,35930528
ENSG00000111802,chr6,-,TDP2,24649977,24667033
ENSG00000162624,chr1,+,LHX8,75128434,75161533
ENSG00000120256,chr6,-,LRP11,149818798,149864026
ENSG00000152128,chr2,-,TMEM163,134455759,134719000
ENSG00000275663,chr6,-,HIST1H4G,26246681,26246977
ENSG00000171054,chrX,+,OR13H1,131544074,131545000
ENSG00000165246,chrY,+,NLGN4Y,14522638,14845650
ENSG00000212935,chr21,-,KRTAP10-3,44557790,44558760
ENSG00000204262,chr2,-,COL5A2,189031896,189179879
ENSG00000106615,chr7,-,RHEB,151466012,151520120
ENSG00000173212,chr1,+,MAB21L3,116111755,116135240
ENSG00000189108,chrX,+,IL1RAPL2,104566315,105767829
ENSG00000103888,chr15,+,CEMIP,80779343,80951776
ENSG00000006007,chr16,-,GDE1,19501689,19522145
ENSG00000262180,chr1,+,OCLM,186400572,186401455
ENSG00000130338,chr6,+,TULP4,158232236,158511828
ENSG00000152214,chr18,-,RIT2,42743227,43115691
ENSG00000173947,chr1,+,PIFO,111346288,111353013
ENSG00000183706,chr15,+,OR4N4,22094431,22095556
ENSG00000163131,chr1,-,CTSS,150730196,150765957
ENSG00000123159,chr19,-,GIPC1,14477760,14496149
ENSG00000173137,chr8,+,ADCK5,144373101,144393242
ENSG00000229809,chr16,-,ZNF688,30569346,30572734
ENSG00000168734,chr20,+,PKIG,44531785,44624247
ENSG00000092020,chr14,-,PPP2R3C,35085467,35122517
ENSG00000203910,chr1,+,C1orf146,92217940,92245813
ENSG00000097007,chr9,+,ABL1,130713946,130887675
ENSG00000066336,chr11,-,SPI1,47354860,47378576
ENSG00000170231,chr5,+,FABP6,160187367,160238735
ENSG00000108666,chr17,-,C17orf75,32324565,32350023
ENSG00000004848,chrX,-,ARX,25003694,25015948
ENSG00000083223,chr9,-,ZCCHC6,86287733,86354454
ENSG00000100336,chr22,-,APOL4,36189124,36204840
ENSG00000056736,chr3,+,IL17RB,53846580,53865800
ENSG00000178078,chr19,-,STAP2,4324043,4342786
ENSG00000173540,chr3,-,GMPPB,49716844,49723951
ENSG00000205439,chr21,+,KRTAP12-3,44646657,44658341
ENSG00000145451,chr4,-,GLRA3,174636914,174829314
ENSG00000099715,chrY,+,PCDH11Y,5000226,5742224
ENSG00000080166,chr13,-,DCT,94436808,94479682
ENSG00000178809,chr7,+,TRIM73,75395063,75410996
ENSG00000101574,chr18,-,METTL4,2537525,2571509
ENSG00000136146,chr13,-,MED4,48053323,48095131
ENSG00000118960,chr2,-,HS1BP3,20560448,20651089
ENSG00000223417,chr11,-,TRIM49D1,89911111,89921767
ENSG00000213973,chr19,-,ZNF99,22752183,22784107
ENSG00000198934,chrX,+,MAGEE1,76427724,76431353
ENSG00000179057,chr11,-,IGSF22,18704305,18726230
ENSG00000116663,chr1,+,FBXO6,11664124,11674354
ENSG00000254834,chr11,-,OR5M10,56576774,56577721
ENSG00000198173,chrX,+,FAM47C,37008397,37011666
ENSG00000132671,chr20,+,SSTR4,23035386,23036812
ENSG00000105556,chr19,-,MIER2,301444,344807
ENSG00000188501,chr15,-,LCTL,66547179,66565979
ENSG00000196177,chr10,+,ACADSB,123008979,123058311
ENSG00000124935,chr11,+,SCGB1D2,62242210,62244808
ENSG00000105427,chr19,-,CNFN,42387019,42390287
ENSG00000167641,chr19,-,PPP1R14A,38251237,38256591
ENSG00000154175,chr3,-,ABI3BP,100749156,100993515
ENSG00000167280,chr17,+,ENGASE,79074939,79088599
ENSG00000125900,chr20,-,SIRPD,1534251,1558843
ENSG00000168282,chr14,+,MGAT2,49620795,49623481
ENSG00000144580,chr2,+,RQCD1,218568580,218597080
ENSG00000188011,chr2,+,RTP5,241869600,241873823
ENSG00000129103,chr7,+,SUMF2,56064002,56080670
ENSG00000213782,chr12,+,DDX47,12813316,12829981
ENSG00000153214,chr2,+,TMEM87B,112055223,112119318
ENSG00000051341,chr3,-,POLQ,121431427,121546641
ENSG00000188257,chr1,-,PLA2G2A,19975431,19980416
ENSG00000172731,chr10,-,LRRC20,70298970,70382650
ENSG00000184293,chr12,-,CLECL1,9715860,9733299
ENSG00000163939,chr3,-,PBRM1,52545352,52685917
ENSG00000156795,chr8,+,WDYHV1,123416725,123467230
ENSG00000129038,chr15,+,LOXL1,73925989,73952137
ENSG00000188818,chr5,-,ZDHHC11,795606,850986
ENSG00000197992,chr12,+,CLEC9A,10030677,10066027
ENSG00000159140,chr21,+,SON,33542618,33577481
ENSG00000198346,chr19,+,ZNF813,53467735,53496255
ENSG00000164002,chr1,+,EXO5,40508741,40516556
ENSG00000224383,chr17,+,PRR29,63998351,64004304
ENSG00000255223,chr11,-,OR5M11,56542340,56543257
ENSG00000168229,chr14,+,PTGDR,52267713,52276724
ENSG00000162688,chr1,+,AGL,99850084,99924023
ENSG00000157593,chr6,-,SLC35B2,44254096,44257890
ENSG00000044446,chrX,-,PHKA2,18892300,18984598
ENSG00000154930,chr20,-,ACSS1,25006230,25058980
ENSG00000038945,chr8,-,MSR1,16107878,16567490
ENSG00000139292,chr12,+,LGR5,71439770,71586310
ENSG00000165283,chr9,-,STOML2,35099776,35103195
ENSG00000188373,chr10,+,C10orf99,84173738,84185294
ENSG00000188375,chr12,-,H3F3C,31791185,31792241
ENSG00000148386,chr9,+,LCN9,135663322,135666422
ENSG00000113621,chr5,+,TXNDC15,134873803,134901525
ENSG00000258790,chr14,+,RP11-561B11.2,35122549,35317474
ENSG00000149428,chr11,-,HYOU1,119044189,119057202
ENSG00000128617,chr7,-,OPN1SW,128772491,128775790
ENSG00000134183,chr1,-,GNAT2,109603267,109619929
ENSG00000196240,chr1,+,OR2T2,248452798,248453772
ENSG00000138813,chr4,+,C4orf17,99511004,99542303
ENSG00000168283,chr10,+,BMI1,22321211,22331484
ENSG00000238269,chrX,+,PAGE2B,55075063,55078909
ENSG00000175826,chr17,-,CTDNEP1,7243591,7252491
ENSG00000183632,chr16,-,TP53TG3,32673528,32676732
ENSG00000173699,chr2,+,SPATA3,230996121,231025055
ENSG00000164346,chr5,+,NSA2,74766991,74780113
ENSG00000169180,chr16,-,XPO6,28097979,28211920
ENSG00000101336,chr20,+,HCK,32052188,32101856
ENSG00000187764,chr9,-,SEMA4D,89360787,89498130
ENSG00000161714,chr17,-,PLCD3,45108967,45133354
ENSG00000078140,chr4,+,UBE2K,39698044,39782792
ENSG00000103024,chr16,-,NME3,1770286,1771730
ENSG00000162510,chr1,-,MATN1,30711277,30723587
ENSG00000160654,chr11,+,CD3G,118344344,118355161
ENSG00000175548,chr12,+,ALG10B,38316578,38329728
ENSG00000111725,chr12,+,PRKAB1,119667753,119681630
ENSG00000170743,chr11,+,SYT9,7238778,7469042
ENSG00000105401,chr19,-,CDC37,10391134,10420121
ENSG00000100815,chr14,-,TRIP11,91965991,92040896
ENSG00000167110,chr9,-,GOLGA2,128255829,128275995
ENSG00000114439,chr3,+,BBX,107522936,107811324
ENSG00000076770,chrX,-,MBNL3,132369317,132489968
ENSG00000198553,chr13,+,KCNRG,50015254,50020922
ENSG00000099954,chr22,+,CECR2,17359949,17558149
ENSG00000140455,chr15,+,USP3,63504511,63594640
ENSG00000188938,chr9,-,FAM120AOS,93446494,93453592
ENSG00000160191,chr21,+,PDE9A,42653636,42775509
ENSG00000128805,chr10,-,ARHGAP22,48446034,48656265
ENSG00000136573,chr8,+,BLK,11494001,11564604
ENSG00000102078,chrX,+,SLC25A14,130339888,130373361
ENSG00000074071,chr16,-,MRPS34,1771890,1773155
ENSG00000163322,chr4,-,FAM175A,83459517,83523348
ENSG00000160439,chr19,-,RDH13,55039108,55071291
ENSG00000134278,chr18,-,SPIRE1,12446512,12658134
ENSG00000147457,chr8,+,CHMP7,23243637,23262000
ENSG00000270276,chr1,-,HIST2H4B,149854045,149861210
ENSG00000135916,chr2,+,ITM2C,230864639,230879248
ENSG00000167986,chr11,-,DDB1,61299451,61342596
ENSG00000113648,chr5,-,H2AFY,135333900,135399914
ENSG00000127445,chr19,+,PIN1,9835257,9849682
ENSG00000167191,chr16,-,GPRC5B,19856691,19886167
ENSG00000100600,chr14,-,LGMN,92703807,92748702
ENSG00000172020,chr3,+,GAP43,115623324,115721490
ENSG00000162959,chr2,-,MEMO1,31865060,32011230
ENSG00000248487,chr3,+,ABHD14A,51971426,51981199
ENSG00000162891,chr1,+,IL20,206865354,206869223
ENSG00000173714,chr17,+,WFIKKN2,50834650,50842348
ENSG00000172673,chr6,-,THEMIS,127708072,127918631
ENSG00000167664,chr19,-,TMIGD2,4292232,4302431
ENSG00000115271,chr2,+,GCA,162318840,162371595
ENSG00000198874,chr7,+,TYW1,66995173,67239519
ENSG00000100065,chr22,-,CARD10,37490362,37519542
ENSG00000013293,chr3,-,SLC7A14,170459584,170586074
ENSG00000166197,chr10,+,NOLC1,102152176,102163871
ENSG00000100601,chr14,-,ALKBH1,77672404,77708020
ENSG00000174792,chr4,+,C4orf26,75556048,75565885
ENSG00000137809,chr15,-,ITGA11,68296533,68432162
ENSG00000010610,chr12,+,CD4,6786858,6820808
ENSG00000004468,chr4,+,CD38,15778275,15853230
ENSG00000136682,chr2,+,CBWD2,113437691,113496189
ENSG00000156508,chr6,-,EEF1A1,73515750,73523797
ENSG00000155640,chr10,+,C10orf12,96981284,96986212
ENSG00000156206,chr15,+,CFAP161,81007033,81149175
ENSG00000170085,chr5,+,SIMC1,176238367,176345991
ENSG00000134827,chr11,-,TCN1,59852800,59866575
ENSG00000104728,chr8,+,ARHGEF10,1823976,1958641
ENSG00000148248,chr9,-,SURF4,133361449,133376166
ENSG00000114626,chr3,+,ABTB1,127672935,127680920
ENSG00000278570,chr15,+,NR2E3,71792638,71818259
ENSG00000204518,chr1,+,AADACL4,12644547,12667086
ENSG00000121542,chr3,+,SEC22A,123201927,123274130
ENSG00000140987,chr16,-,ZSCAN32,3382081,3401065
ENSG00000155849,chr7,-,ELMO1,36854361,37449249
ENSG00000166349,chr11,+,RAG1,36510709,36593156
ENSG00000182816,chr21,-,KRTAP13-2,30348075,30425912
ENSG00000065183,chr1,+,WDR3,117929720,117966542
ENSG00000066136,chr1,+,NFYC,40691570,40771603
ENSG00000185164,chr16,-,NOMO2,18417325,18562211
ENSG00000153066,chr16,-,TXNDC11,11679080,11742878
ENSG00000249715,chr2,+,FER1L5,96642737,96704887
ENSG00000111012,chr12,-,CYP27B1,57762334,57768986
ENSG00000183709,chr19,+,IFNL2,39268514,39270092
ENSG00000170949,chr19,-,ZNF160,53066606,53103436
ENSG00000176809,chr17,-,LRRC37A3,64854312,64919480
ENSG00000158805,chr16,+,ZNF276,89720400,89740903
ENSG00000089012,chr20,-,SIRPG,1629152,1657779
ENSG00000181555,chr3,-,SETD2,47016429,47163967
ENSG00000164334,chr5,+,FAM170A,119629559,119635822
ENSG00000189410,chr1,-,SH2D5,20719732,20732837
ENSG00000099904,chr22,+,ZDHHC8,20129456,20148007
ENSG00000215454,chr21,+,KRTAP10-4,44573729,44575371
ENSG00000081026,chr1,+,MAGI3,113390749,113685923
ENSG00000113578,chr5,-,FGF1,142592178,142698070
ENSG00000215568,chr22,-,GAB4,16961936,17008222
ENSG00000178776,chr5,-,C5orf46,147880726,147906538
ENSG00000119283,chr1,+,TRIM67,231162112,231221556
ENSG00000170390,chr4,+,DCLK2,150078274,150257457
ENSG00000281991,chr16,+,TMEM265,30740381,30744281
ENSG00000134222,chr1,-,PSRC1,109279556,109283186
ENSG00000108587,chr17,+,GOSR1,30477362,30527592
ENSG00000197273,chr1,-,GUCA2A,42162691,42164718
ENSG00000172680,chr8,-,MOS,56112942,56113982
ENSG00000183145,chr21,+,RIPPLY3,37006150,37019659
ENSG00000250709,chr13,-,CCDC169-SOHLH2,36168794,36297842
ENSG00000180694,chr8,-,TMEM64,90621995,90791632
ENSG00000092051,chr14,-,JPH4,23568035,23578800
ENSG00000114126,chr3,-,TFDP2,141944428,142149544
ENSG00000177685,chr11,+,CRACR2B,826144,831991
ENSG00000142224,chr1,+,IL19,206798870,206842981
ENSG00000170092,chr7,+,SPDYE5,75493625,75504304
ENSG00000172987,chr10,-,HPSE2,98457077,99235862
ENSG00000119946,chr10,+,CNNM1,99329099,99394330
ENSG00000135637,chr2,-,CCDC142,74471986,74483408
ENSG00000181609,chr11,+,OR52D1,5488685,5489749
ENSG00000184678,chr1,-,HIST2H2BE,149842204,149886652
ENSG00000102466,chr13,-,FGF14,101710804,102402457
ENSG00000142192,chr21,-,APP,25880550,26171128
ENSG00000162989,chr2,+,KCNJ3,154698299,154858352
ENSG00000187902,chr19,-,SHISA7,55428740,55442863
ENSG00000198125,chr22,-,MB,35606764,35637951
ENSG00000153404,chr5,+,PLEKHG4B,140258,189970
ENSG00000116761,chr1,+,CTH,70411218,70439851
ENSG00000196860,chr14,+,TOMM20L,58395916,58408701
ENSG00000175395,chr10,-,ZNF25,37949572,37976633
ENSG00000206075,chr18,+,SERPINB5,63476761,63505085
ENSG00000198390,chr21,+,KRTAP13-1,30396074,30396822
ENSG00000187997,chr17,+,C17orf99,78146353,78166177
ENSG00000102890,chr16,+,ELMO3,67199111,67204029
ENSG00000186980,chr21,-,KRTAP23-1,30348399,30348609
ENSG00000162757,chr1,-,C1orf74,209779208,209784559
ENSG00000107863,chr10,-,ARHGAP21,24583609,24723668
ENSG00000189280,chr1,+,GJB5,34755047,34758512
ENSG00000132031,chr2,-,MATN3,19992111,20012694
ENSG00000237247,chr19,+,MBD3L5,7030577,7033011
ENSG00000113595,chr5,-,TRIM23,65589680,65625975
ENSG00000189064,chrX,+,GAGE2A,49589529,49596827
ENSG00000171867,chr20,+,PRNP,4686236,4701590
ENSG00000103707,chr15,-,MTFMT,65001512,65029639
ENSG00000134595,chrX,-,SOX3,140502987,140505503
ENSG00000143409,chr1,-,FAM63A,150996086,151008375
ENSG00000137996,chr1,+,RTCA,100266207,100292769
ENSG00000079308,chr2,-,TNS1,217799789,218002995
ENSG00000166532,chr12,+,RIMKLB,8681600,8783095
ENSG00000253719,chr12,+,ATXN7L3B,74537827,74545430
ENSG00000169435,chr4,-,RASSF6,73571550,73620631
ENSG00000101363,chr20,+,MANBAL,37289638,37317260
ENSG00000105976,chr7,+,MET,116672390,116798386
ENSG00000154122,chr5,-,ANKH,14704804,14871778
ENSG00000184185,chr17,+,KCNJ12,21376197,21419872
ENSG00000101958,chrX,+,GLRA2,14529298,14731812
ENSG00000233136,chr4,+,USP17L11,9215405,9217356
ENSG00000274391,chr21,+,TPTE,10521553,10606140
ENSG00000084090,chr2,-,STARD7,96184859,96208825
ENSG00000196914,chr11,+,ARHGEF12,120336914,120489936
ENSG00000221852,chr17,-,KRTAP1-5,41026026,41027202
ENSG00000173905,chr3,-,GOLIM4,168008677,168095975
ENSG00000087266,chr4,+,SH3BP2,2793023,2841098
ENSG00000042304,chr2,-,C2orf83,227610090,227633320
ENSG00000224531,chr6,+,SMIM13,11094033,11138733
ENSG00000242366,chr2,+,UGT1A8,233617645,233773310
ENSG00000166851,chr16,+,PLK1,23677656,23690367
ENSG00000125971,chr20,+,DYNLRB1,34516409,34540958
ENSG00000245848,chr19,-,CEBPA,33299934,33302564
ENSG00000132429,chr6,-,POPDC3,105158280,105179995
ENSG00000108684,chr17,-,ASIC2,33013087,34174964
ENSG00000186977,chr21,-,KRTAP19-5,30501657,30502117
ENSG00000187699,chr2,+,C2orf88,189879609,190203484
ENSG00000175104,chr11,-,TRAF6,36487027,36510272
ENSG00000178591,chr20,+,DEFB125,87250,97094
ENSG00000132128,chr1,-,LRRC41,46261196,46303608
ENSG00000177706,chr7,+,FAM20C,192969,260745
ENSG00000128510,chr7,+,CPA4,130293134,130324180
ENSG00000146776,chr7,-,ATXN7L1,105605067,105876604
ENSG00000132357,chr5,+,CARD6,40841184,40860175
ENSG00000149043,chr11,+,SYT8,1828307,1837521
ENSG00000100591,chr14,+,AHSA1,77457870,77469474
ENSG00000130363,chr6,-,RSPH3,158972871,159000187
ENSG00000197863,chr19,-,ZNF790,36817428,36850787
ENSG00000139899,chr14,-,CBLN3,24426532,24430954
ENSG00000164049,chr3,+,FBXW12,48372219,48401259
ENSG00000184206,chr15,+,GOLGA6L4,84235773,84245368
ENSG00000101446,chr20,-,SPINT3,45512461,45515624
ENSG00000151665,chr2,-,PIGF,46580937,46617119
ENSG00000164066,chr4,+,INTU,127623271,127726737
ENSG00000105583,chr19,-,WDR83OS,12668071,12671356
ENSG00000140285,chr15,+,FGF7,49423096,49488775
ENSG00000164465,chr6,+,DCBLD1,117453817,117569858
ENSG00000125788,chr20,+,DEFB126,142369,145751
ENSG00000134086,chr3,+,VHL,10141008,10152220
ENSG00000105695,chr19,+,MAG,35292125,35313804
ENSG00000143919,chr2,+,CAMKMT,44361950,44772592
ENSG00000155158,chr9,-,TTC39B,15163622,15307360
ENSG00000120784,chr19,-,ZFP30,37613749,37692337
ENSG00000167195,chr15,+,GOLGA6C,75258599,75270199
ENSG00000272602,chr4,+,ZNF595,53285,88211
ENSG00000260097,chr7,-,SPDYE6,102347206,102356444
ENSG00000125812,chr20,+,GZF1,23362182,23373063
ENSG00000173369,chr1,+,C1QB,22652762,22661538
ENSG00000221938,chr7,+,OR2A14,144109583,144130069
ENSG00000131873,chr15,-,CHSY1,101175723,101251932
ENSG00000088782,chr20,+,DEFB127,157470,159163
ENSG00000166479,chr18,-,TMX3,68673688,68715298
ENSG00000163464,chr2,-,CXCR1,218162845,218166995
ENSG00000244355,chr6,+,LY6G6D,31715356,31717804
ENSG00000145757,chr5,-,SPATA9,95652181,95698711
ENSG00000123570,chrX,-,RAB9B,103822322,103832228
ENSG00000178966,chr9,+,RMI1,83980711,84004074
ENSG00000034239,chr8,-,EFCAB1,48710789,48735311
ENSG00000153347,chr5,+,FAM81B,95391344,95450454
ENSG00000096080,chr6,-,MRPS18A,43671303,43687791
ENSG00000052344,chr16,-,PRSS8,31131433,31135762
ENSG00000115946,chr2,+,PNO1,68157844,68176238
ENSG00000149136,chr11,-,SSRP1,57325985,57335877
ENSG00000106443,chr7,+,PHF14,10973872,11169630
ENSG00000048405,chr7,-,ZNF800,127346790,127431924
ENSG00000155530,chr7,+,LRGUK,134127299,134264591
ENSG00000161055,chr5,-,SCGB3A1,180590103,180591540
ENSG00000213416,chr17,-,KRTAP4-12,41123091,41124167
ENSG00000163625,chr4,-,WDFY3,84669610,84966391
ENSG00000168090,chr7,+,COPS6,100088954,100092200
ENSG00000198707,chr12,-,CEP290,88049014,88142216
ENSG00000157087,chr3,-,ATP2B2,10324023,10708031
ENSG00000198090,chr17,-,KRTAP4-6,41139433,41140487
ENSG00000162385,chr1,-,MAGOH,53226892,53238610
ENSG00000112984,chr5,+,KIF20A,138178719,138187715
ENSG00000099942,chr22,+,CRKL,20917426,20953749
ENSG00000035720,chr4,+,STAP1,67558728,67607337
ENSG00000133422,chr22,-,MORC2,30925130,30968298
ENSG00000130768,chr1,+,SMPDL3B,27934993,27959157
ENSG00000188694,chr21,-,KRTAP24-1,30281309,30282958
ENSG00000198271,chr17,-,KRTAP4-5,41148924,41149802
ENSG00000132965,chr13,+,ALOX5AP,30713478,30764426
ENSG00000118407,chr6,-,FILIP1,75291859,75493738
ENSG00000235863,chr6,+,B3GALT4,33277132,33284832
ENSG00000205038,chr8,+,PKHD1L1,109362477,109530330
ENSG00000186471,chrX,+,AKAP14,119895837,119920716
ENSG00000244623,chr7,-,OR2AE1,99875987,99877057
ENSG00000171202,chr11,+,TMEM126A,85647967,85656547
ENSG00000187554,chr1,-,TLR5,223109406,223143282
ENSG00000129187,chr4,-,DCTD,182890060,182917936
ENSG00000189269,chr22,-,DRICH1,23608452,23632321
ENSG00000114529,chr3,+,C3orf52,112086335,112131004
ENSG00000242732,chrX,-,RGAG4,72127110,72131901
ENSG00000171603,chr1,-,CLSTN1,9729026,9824526
ENSG00000145020,chr3,-,AMT,49416778,49422753
ENSG00000132874,chr18,+,SLC14A2,45212995,45683686
ENSG00000205029,chr11,+,OR5D16,55838752,55839738
ENSG00000163145,chr4,+,C1QTNF7,15339818,15446166
ENSG00000214642,chr6,-,DEFB113,49968677,49969625
ENSG00000036054,chr3,+,TBC1D23,100261000,100325251
ENSG00000101405,chr20,+,OXT,3071620,3072517
ENSG00000183850,chr19,+,ZNF730,23075210,23147219
ENSG00000180138,chr13,-,CSNK1A1L,37103259,37105664
ENSG00000182378,chrX,+,PLCXD1,276322,303356
ENSG00000157992,chr2,+,KRTCAP3,27442366,27446481
ENSG00000104774,chr19,-,MAN2B1,12646511,12666742
ENSG00000259956,chr3,+,RBM15B,51391268,51397908
ENSG00000157800,chr7,-,SLC37A3,140293693,140404433
ENSG00000160714,chr1,-,UBE2Q1,154548577,154559028
ENSG00000153201,chr2,+,RANBP2,108719481,108785811
ENSG00000136997,chr8,+,MYC,127735434,127741434
ENSG00000130201,chr19,-,EXOC3L2,45212621,45234211
ENSG00000165661,chr9,-,QSOX2,136206333,136245841
ENSG00000104687,chr8,-,GSR,30678061,30727926
ENSG00000121005,chr8,+,CRISPLD1,74984515,75034558
ENSG00000176715,chr16,+,ACSF3,89088375,89155846
ENSG00000196663,chr14,+,TECPR2,102362963,102502481
ENSG00000179909,chr19,-,ZNF154,57697367,57709194
ENSG00000188488,chr14,+,SERPINA5,94561442,94593120
ENSG00000143630,chr1,+,HCN3,155277583,155289848
ENSG00000007384,chr16,-,RHBDF1,58059,76355
ENSG00000271079,chr7,+,CTAGE15,143571801,143574387
ENSG00000117971,chr15,-,CHRNB4,78624119,78727754
ENSG00000105479,chr19,-,CCDC114,48296457,48321894
ENSG00000129071,chr3,-,MBD4,129430944,129440179
ENSG00000127955,chr7,+,GNAI1,80133955,80219402
ENSG00000137198,chr6,+,GMPR,16238580,16295549
ENSG00000070729,chr16,-,CNGB1,57882340,57971116
ENSG00000168679,chr1,-,SLC16A4,110362848,110391082
ENSG00000244405,chr3,-,ETV5,186046308,186110318
ENSG00000146373,chr6,+,RNF217,124962545,125092633
ENSG00000120324,chr5,+,PCDHB10,141182560,141195642
ENSG00000204220,chr6,+,PFDN6,33289302,33298401
ENSG00000228517,chrX,-,CT47A7,120953288,120956600
ENSG00000176619,chr19,-,LMNB2,2427638,2456996
ENSG00000274588,chrX,-,DGKK,50365409,50470738
ENSG00000120280,chrX,-,CXorf21,30558824,30577844
ENSG00000037965,chr12,+,HOXC8,54009106,54012362
ENSG00000101421,chr20,+,CHMP4B,33811304,33854366
ENSG00000102924,chr16,-,CBLN1,49277917,49281831
ENSG00000157601,chr21,+,MX1,41420304,41459214
ENSG00000147274,chrX,-,RBMX,136848004,136880764
ENSG00000071282,chr3,+,LMCD1,8501707,8574673
ENSG00000113649,chr5,+,TCERG1,146447311,146511961
ENSG00000168522,chr8,+,FNTA,43034194,43085788
ENSG00000178605,chrX,-,GTPBP6,304529,318819
ENSG00000137496,chr11,+,IL18BP,71998541,72005715
ENSG00000168763,chr2,+,CNNM3,96816245,96833911
ENSG00000148730,chr10,+,EIF4EBP2,70404379,70428618
ENSG00000163468,chr1,-,CCT3,156308968,156367873
ENSG00000168060,chr11,-,NAALADL1,65044818,65058549
ENSG00000129873,chrY,-,CDY2B,17877410,17880220
ENSG00000101882,chrX,-,NKAP,119920672,119943772
ENSG00000112599,chr6,-,GUCA1B,42184401,42194916
ENSG00000166106,chr11,+,ADAMTS15,130448974,130476641
ENSG00000166260,chr17,-,COX11,54951902,54968785
ENSG00000172938,chr11,-,MRGPRD,68980021,68980986
ENSG00000171853,chr2,+,TRAPPC12,3379675,3485094
ENSG00000173926,chr5,-,MARCH3,126867714,127030808
ENSG00000174292,chr17,+,TNK1,7380534,7389774
ENSG00000119812,chr2,-,FAM98A,33583658,33599382
ENSG00000177191,chr19,-,B3GNT8,41425359,41428730
ENSG00000214513,chr2,+,NOTO,73202258,73212513
ENSG00000103047,chr16,+,TANGO6,68843604,69085180
ENSG00000197976,chrX,+,AKAP17A,1591593,1602514
ENSG00000163833,chr3,+,FBXO40,121593119,121630295
ENSG00000248329,chr4,+,APELA,164877004,164898965
ENSG00000179178,chr1,+,TMEM125,43269994,43274002
ENSG00000171150,chr2,+,SOCS5,46698952,46763129
ENSG00000185982,chr20,-,DEFB128,187853,189681
ENSG00000134809,chr11,-,TIMM10,57528463,57530803
ENSG00000233816,chr9,-,IFNA13,21367424,21368962
ENSG00000184032,chr21,+,KRTAP20-2,30635236,30635619
ENSG00000164256,chr5,+,PRDM9,23443586,23528597
ENSG00000180822,chr6,+,PSMG4,3231403,3303373
ENSG00000151838,chr14,-,CCDC175,59504539,59576831
ENSG00000125903,chr20,+,DEFB129,227258,229886
ENSG00000176407,chr2,+,KCMF1,84971093,85059472
ENSG00000100056,chr22,-,DGCR14,19130279,19144684
ENSG00000171132,chr2,+,PRKCE,45651345,46187990
ENSG00000244242,chr11,-,IFITM10,1732410,1750591
ENSG00000144648,chr3,+,ACKR2,42804752,42887974
ENSG00000203909,chr6,-,DPPA5,73353062,73354295
ENSG00000159763,chr7,+,PIP,143132077,143139746
ENSG00000270024,chr8,+,C8orf44-SGK3,66667596,66860472
ENSG00000163705,chr3,-,FANCD2OS,10081317,10108231
ENSG00000173846,chr1,+,PLK3,44800225,44805990
ENSG00000277462,chr1,-,ZNF670,247036784,247078755
ENSG00000174748,chr3,+,RPL15,23916545,23923692
ENSG00000107672,chr10,-,NSMCE4A,121957088,121975217
ENSG00000232859,chr17,-,LYRM9,27878314,27894752
ENSG00000250312,chr4,+,ZNF718,124480,163989
ENSG00000187735,chr8,-,TCEA1,53966552,54022529
ENSG00000096006,chr6,-,CRISP3,49727384,49744437
ENSG00000164597,chr7,-,COG5,107201555,107564514
ENSG00000110169,chr11,-,HPX,6431049,6442617
ENSG00000138483,chr3,+,CCDC54,107377194,107378637
ENSG00000147234,chrX,+,FRMPD3,107522450,107605251
ENSG00000171396,chr17,-,KRTAP4-4,41159651,41160731
ENSG00000104901,chr19,+,DKKL1,49361783,49375116
ENSG00000237957,chrX,-,CT47A5,120958165,120966348
ENSG00000163982,chr4,-,OTOP1,4188803,4226889
ENSG00000188124,chr11,-,OR2AG2,6767987,6769055
ENSG00000173821,chr17,+,RNF213,80260866,80398786
ENSG00000118322,chr5,-,ATP10B,160563120,160852214
ENSG00000158815,chr8,+,FGF17,22042398,22048809
ENSG00000124789,chr6,-,NUP153,17615035,17706834
ENSG00000181867,chr5,+,FTMT,121851955,121852833
ENSG00000074842,chr19,-,MYDGF,4641374,4670370
ENSG00000084731,chr2,-,KIF3C,25926596,25982749
ENSG00000198959,chr20,-,TGM2,38127387,38166578
ENSG00000130684,chr20,-,ZNF337,25674215,25696841
ENSG00000160352,chr19,+,ZNF714,21082159,21125270
ENSG00000242802,chr7,+,AP5Z1,4775622,4794312
ENSG00000249884,chr2,-,RNF103-CHMP3,86505668,86721122
