chromosome,start,end,orientation,name,wbid,gname
chrIII,1253376,1254393,-,Y119D3B.18,WBGene00022494,fbxa-91
chrIII,1257181,1258406,-,Y119D3B.19,WBGene00022495,fbxa-78
chrIII,1261936,1262834,-,Y119D3B.20,WBGene00022496,fbxa-92
chrIII,1214944,1215279,+,Y119D3B.21,WBGene00022497,
chrIII,1247628,1249145,-,Y119D3B.22,WBGene00044675,fbxa-76
chrIII,1263984,1265362,+,Y119D3B.3,WBGene00022481,srz-9
chrIII,1259416,1260176,+,Y119D3B.4,WBGene00022482,fbxa-208
chrIII,1255543,1256921,+,Y119D3B.5,WBGene00022483,srz-8
chrIII,1249485,1251854,+,Y119D3B.6,WBGene00022484,fbxa-77
chrIII,1243505,1245275,+,Y119D3B.7,WBGene00022485,fbxa-63
chrIII,1239276,1242791,+,Y119D3B.8,WBGene00022486,fbxa-61
chrIII,1236007,1237040,+,Y119D3B.9,WBGene00022487,fbxa-21
chrIV,9258909,9259757,-,Y11D7A.10,WBGene00012434,
chrIV,9260593,9261750,-,Y11D7A.11,WBGene00000694,col-120
chrIV,9261789,9264248,-,Y11D7A.12,WBGene00012435,flh-1
chrIV,9270080,9271601,+,Y11D7A.13,WBGene00012436,flh-3
chrIV,9274462,9283098,+,Y11D7A.14,WBGene00012437,hum-9
chrIV,9265793,9266544,-,Y11D7A.19,WBGene00077756,
chrIV,9233037,9241370,+,Y11D7A.3,WBGene00012428,
chrIV,9242209,9243983,-,Y11D7A.4,WBGene00004281,rab-28
chrIV,9244495,9245507,-,Y11D7A.5,WBGene00012429,
chrIV,9249513,9250845,+,Y11D7A.7,WBGene00012431,
chrIV,9251333,9254005,+,Y11D7A.8,WBGene00012432,
chrIV,9254243,9256082,-,Y11D7A.9,WBGene00012433,
chrX,13619495,13621658,-,Y12A6A.1,WBGene00012439,
chrX,13618804,13619860,+,Y12A6A.2,WBGene00012440,
chrX,16883600,16884468,+,Y13C8A.1,WBGene00021188,
chrX,16885118,16885514,+,Y13C8A.2,WBGene00021189,
chrII,3993257,3993850,+,Y14H12A.1,WBGene00021190,
chrII,3988703,3989689,-,Y14H12A.2,WBGene00044382,
chrII,3934455,3936073,+,Y14H12B.1,WBGene00021191,
chrII,3932180,3933742,-,Y14H12B.2,WBGene00021192,
chrX,15309305,15314830,+,Y15E3A.1,WBGene00003681,nhr-91
chrX,15314915,15317154,-,Y15E3A.2,WBGene00012441,glb-28
chrX,15322180,15325740,-,Y15E3A.3,WBGene00012442,
chrX,15330893,15333890,+,Y15E3A.4,WBGene00012443,
chrX,15343029,15344078,+,Y15E3A.5,WBGene00012444,
chrX,14773297,14783498,+,Y16B4A.1,WBGene00006743,unc-3
chrX,14761838,14771782,-,Y16B4A.2,WBGene00012445,
chrII,1987290,1990672,+,Y16E11A.1,WBGene00021193,math-44
chrII,1979250,1984123,-,Y16E11A.2,WBGene00021194,
chrV,18846788,18852634,+,Y17D7A.1,WBGene00012446,nhr-230
chrV,18839281,18845372,+,Y17D7A.3,WBGene00003655,nhr-65
chrV,18832298,18837185,-,Y17D7A.4,WBGene00012448,cyp-33D3
chrV,18790971,18794752,+,Y17D7B.1,WBGene00012449,nhr-231
chrV,18783880,18784783,+,Y17D7B.10,WBGene00194982,
chrV,18787819,18789694,+,Y17D7B.2,WBGene00012450,
chrV,18784926,18786759,-,Y17D7B.3,WBGene00012451,
chrV,18776171,18780188,-,Y17D7B.4,WBGene00012452,
chrV,18775198,18776167,+,Y17D7B.5,WBGene00012453,
chrV,18771662,18772611,+,Y17D7B.6,WBGene00012454,clec-256
chrV,18773033,18773996,+,Y17D7B.8,WBGene00044892,clec-257
chrV,18707956,18708335,+,Y17D7C.1,WBGene00012455,
chrV,18716047,18719916,-,Y17D7C.2,WBGene00012456,
chrII,11916448,11918256,+,Y17G7A.1,WBGene00001977,hmg-12
chrII,11972248,11973627,-,Y17G7B.1,WBGene00012457,acbp-6
chrII,12049517,12059825,+,Y17G7B.10,WBGene00012463,
chrII,12060164,12062555,-,Y17G7B.11,WBGene00012464,arrd-7
chrII,12023693,12025868,+,Y17G7B.12,WBGene00012465,
chrII,12042846,12049197,+,Y17G7B.13,WBGene00012466,
chrII,12064903,12067504,+,Y17G7B.14,WBGene00012467,arrd-8
chrII,12072006,12088797,-,Y17G7B.15,WBGene00000565,cnt-1
chrII,12092358,12099925,-,Y17G7B.17,WBGene00012468,
chrII,12103960,12107793,-,Y17G7B.18,WBGene00012469,
chrII,12108209,12112488,-,Y17G7B.19,WBGene00012470,
chrII,11979919,11988985,+,Y17G7B.2,WBGene00012458,ash-2
chrII,11977719,11979795,-,Y17G7B.20,WBGene00012471,
chrII,11975683,11977595,-,Y17G7B.21,WBGene00012472,
chrII,12068033,12070611,+,Y17G7B.22,WBGene00012473,
chrII,11999196,12001358,+,Y17G7B.23,WBGene00044030,
chrII,11988960,11992763,+,Y17G7B.3,WBGene00012459,
chrII,11992944,11997946,+,Y17G7B.4,WBGene00012460,dhps-1
chrII,12001446,12006561,-,Y17G7B.5,WBGene00003154,mcm-2
chrII,12009013,12023761,+,Y17G7B.6,WBGene00012461,glb-29
chrII,12036760,12039077,-,Y17G7B.7,WBGene00006601,tpi-1
chrII,12025822,12027682,-,Y17G7B.8,WBGene00012462,
chrII,12028699,12036681,-,Y17G7B.9,WBGene00000892,cyn-16
chrIV,4862177,4864133,+,Y17G9A.1,WBGene00006217,str-173
chrIV,4854386,4856279,-,Y17G9A.2,WBGene00021195,
chrIV,4856883,4858665,-,Y17G9A.3,WBGene00021196,
chrIV,4859247,4861486,-,Y17G9A.4,WBGene00021197,
chrIV,4864972,4867651,-,Y17G9A.5,WBGene00006216,str-172
chrIV,4868601,4870638,-,Y17G9A.6,WBGene00006219,str-175
chrIV,4872259,4874695,-,Y17G9A.7,WBGene00006218,str-174
chrIV,4764740,4767831,+,Y17G9B.1,WBGene00021198,
chrIV,4756597,4756934,+,Y17G9B.11,WBGene00194835,
chrIV,4764193,4764542,+,Y17G9B.2,WBGene00021199,
chrIV,4761052,4762848,+,Y17G9B.3,WBGene00021200,cyp-31A3
chrIV,4752086,4753222,+,Y17G9B.4,WBGene00021201,
chrIV,4750230,4751483,+,Y17G9B.5,WBGene00021202,
chrIV,4754191,4756149,-,Y17G9B.7,WBGene00021204,fbxb-77
chrIV,4757171,4758725,-,Y17G9B.8,WBGene00021205,
chrIV,4758976,4760420,-,Y17G9B.9,WBGene00021206,
chrI,12787933,12806571,-,Y18D10A.1,WBGene00012474,attf-6
chrI,12859489,12861283,+,Y18D10A.10,WBGene00012480,clec-104
chrI,12861962,12863522,-,Y18D10A.11,WBGene00012481,
chrI,12866110,12866886,-,Y18D10A.12,WBGene00012482,clec-106
chrI,12878585,12902794,+,Y18D10A.13,WBGene00003905,pad-1
chrI,12903048,12904046,-,Y18D10A.16,WBGene00012483,
chrI,12904453,12906348,+,Y18D10A.17,WBGene00012484,car-1
chrI,12918709,12919282,+,Y18D10A.19,WBGene00001427,fkb-2
chrI,12807521,12809286,-,Y18D10A.2,WBGene00012475,
chrI,12921991,12923535,+,Y18D10A.20,WBGene00003989,pfn-1
chrI,12929361,12931101,+,Y18D10A.21,WBGene00012486,
chrI,12932026,12933740,+,Y18D10A.22,WBGene00014864,
chrI,12867060,12869546,-,Y18D10A.23,WBGene00012487,
chrI,12864220,12865558,-,Y18D10A.24,WBGene00012488,clec-105
chrI,12916431,12918098,+,Y18D10A.25,WBGene00001433,fkb-8
chrI,12783348,12784968,+,Y18D10A.26,WBGene00023459,
chrI,12810159,12815631,-,Y18D10A.3,WBGene00012476,
chrI,12815894,12816418,+,Y18D10A.4,WBGene00012477,
chrI,12819204,12824795,+,Y18D10A.5,WBGene00001746,gsk-3
chrI,12825677,12834148,+,Y18D10A.6,WBGene00003735,nhx-8
chrI,12834655,12843223,+,Y18D10A.7,WBGene00004231,ptr-17
chrI,12844313,12853099,+,Y18D10A.8,WBGene00012478,
chrI,12853068,12858262,-,Y18D10A.9,WBGene00012479,
chrI,688282,691270,+,Y18H1A.1,WBGene00021207,
chrI,683727,686578,-,Y18H1A.10,WBGene00021214,
chrI,680417,683531,+,Y18H1A.11,WBGene00021215,
chrI,745756,748510,+,Y18H1A.12,WBGene00000624,col-47
chrI,741882,745457,-,Y18H1A.13,WBGene00000623,col-46
chrI,667618,674416,-,Y18H1A.14,WBGene00044461,
chrI,731983,736555,-,Y18H1A.15,WBGene00044434,
chrI,694979,698330,-,Y18H1A.2,WBGene00021208,
chrI,700277,715853,-,Y18H1A.3,WBGene00021209,
chrI,692031,694951,-,Y18H1A.4,WBGene00021210,
chrI,720014,731085,+,Y18H1A.6,WBGene00004028,pif-1
chrI,717942,719730,-,Y18H1A.7,WBGene00021211,
chrI,758759,760544,+,Y18H1A.8,WBGene00021212,
chrI,748231,757013,-,Y18H1A.9,WBGene00021213,
chrV,2409250,2412620,+,Y19D10A.1,WBGene00021216,
chrV,2361726,2367622,-,Y19D10A.10,WBGene00021225,
chrV,2368943,2373701,-,Y19D10A.11,WBGene00021226,
chrV,2375042,2379504,-,Y19D10A.12,WBGene00021227,mct-1
chrV,2405954,2407313,-,Y19D10A.13,WBGene00021228,str-265
chrV,2394484,2396634,+,Y19D10A.15,WBGene00044099,srd-75
chrV,2392771,2394146,+,Y19D10A.16,WBGene00044734,
chrV,2414153,2416010,+,Y19D10A.17,WBGene00044735,
chrV,2401356,2404988,+,Y19D10A.2,WBGene00021217,
chrV,2385955,2390721,+,Y19D10A.4,WBGene00021219,
chrV,2382232,2384421,+,Y19D10A.5,WBGene00021220,
chrV,2358912,2360542,+,Y19D10A.6,WBGene00021221,
chrV,2348214,2350324,-,Y19D10A.7,WBGene00021222,irld-53
chrV,2353358,2356581,-,Y19D10A.8,WBGene00021223,
chrV,2351651,2352931,+,Y19D10A.9,WBGene00021224,clec-209
chrV,2312302,2313808,+,Y19D10B.1,WBGene00021230,
chrV,2303470,2303867,-,Y19D10B.3,WBGene00021232,irld-15
chrV,2304356,2309158,-,Y19D10B.4,WBGene00021233,
chrV,2314002,2318429,-,Y19D10B.5,WBGene00021234,irld-16
chrV,2318524,2321051,-,Y19D10B.6,WBGene00021235,
chrV,2322037,2322565,-,Y19D10B.7,WBGene00021236,pud-1.2
chrII,10922612,10922914,-,Y19D2B.1,WBGene00012489,
chrII,10923656,10924594,+,Y19D2B.2,WBGene00012490,
chrIII,3985544,3986789,-,Y1A5A.1,WBGene00012379,
chrIII,3984347,3984650,-,Y1A5A.2,WBGene00012380,
chrX,7085323,7085595,+,Y1B5A.1,WBGene00021150,
chrII,15179895,15183156,-,Y1H11.1,WBGene00001782,gst-34
chrII,15183733,15185309,-,Y1H11.2,WBGene00001783,gst-35
chrV,17371519,17376712,-,Y20C6A.1,WBGene00012491,
chrV,17377397,17379201,+,Y20C6A.2,WBGene00012492,fbxb-7
chrV,17380207,17381094,+,Y20C6A.4,WBGene00077495,
chrI,2026319,2033951,+,Y20F4.2,WBGene00021237,crtc-1
chrI,1988726,2010482,-,Y20F4.3,WBGene00021238,gap-3
chrI,2034327,2043814,-,Y20F4.4,WBGene00021239,
chrI,2049143,2050180,-,Y20F4.8,WBGene00044435,
chrIII,1650293,1652660,+,Y22D7AL.1,WBGene00021241,
chrIII,1617144,1618945,-,Y22D7AL.10,WBGene00021248,
chrIII,1630770,1634442,-,Y22D7AL.11,WBGene00021249,
chrIII,1642640,1644554,-,Y22D7AL.12,WBGene00021250,
chrIII,1648612,1648797,-,Y22D7AL.13,WBGene00021251,
chrIII,1653722,1657471,-,Y22D7AL.14,WBGene00021252,cht-4
chrIII,1658239,1659854,-,Y22D7AL.15,WBGene00021253,
chrIII,1662158,1665200,-,Y22D7AL.16,WBGene00021254,
chrIII,1641454,1641726,+,Y22D7AL.3,WBGene00021243,
chrIII,1626623,1637552,+,Y22D7AL.4,WBGene00021244,
chrIII,1619733,1625911,+,Y22D7AL.5,WBGene00002025,hsp-60
chrIII,1604976,1606842,+,Y22D7AL.6,WBGene00021245,
chrIII,1576745,1580849,+,Y22D7AL.7,WBGene00021246,
chrIII,1583150,1589394,-,Y22D7AL.8,WBGene00004894,sms-3
chrIII,1606836,1614024,-,Y22D7AL.9,WBGene00021247,
chrIII,1701701,1702427,-,Y22D7AR.10,WBGene00021263,
chrIII,1703538,1705595,-,Y22D7AR.11,WBGene00021264,fbxa-13
chrIII,1716486,1722669,-,Y22D7AR.12,WBGene00021265,
chrIII,1723185,1733094,-,Y22D7AR.13,WBGene00004779,ser-4
chrIII,1688135,1691761,-,Y22D7AR.14,WBGene00021266,
chrIII,1705937,1713720,+,Y22D7AR.2,WBGene00021256,
chrIII,1665484,1665784,-,Y22D7AR.3,WBGene00021257,
chrIII,1665904,1668625,-,Y22D7AR.5,WBGene00021259,glb-30
chrIII,1672508,1676712,-,Y22D7AR.6,WBGene00021260,
chrIII,1683621,1688090,-,Y22D7AR.7,WBGene00021261,
chrIII,1692072,1695097,-,Y22D7AR.8,WBGene00005141,srd-64
chrIII,1697114,1698974,-,Y22D7AR.9,WBGene00021262,fbxa-74
chrV,10256335,10258754,+,Y22F5A.1,WBGene00012494,nhr-232
chrV,10258636,10260529,-,Y22F5A.2,WBGene00005530,sri-18
chrV,10261105,10270289,-,Y22F5A.3,WBGene00004364,ric-4
chrV,10277802,10279102,+,Y22F5A.4,WBGene00003090,lys-1
chrV,10280285,10281445,-,Y22F5A.5,WBGene00003091,lys-2
chrV,10282179,10283423,-,Y22F5A.6,WBGene00003092,lys-3
chrX,5916998,5917569,-,Y23B4A.1,WBGene00021267,
chrX,5919659,5920462,+,Y23B4A.2,WBGene00021268,
chrI,2621957,2623272,+,Y23H5A.2,WBGene00021269,
chrI,2620656,2621860,+,Y23H5A.3,WBGene00021270,
chrI,2617562,2620427,+,Y23H5A.4,WBGene00021271,spe-47
chrI,2606756,2617363,+,Y23H5A.5,WBGene00000832,ctn-1
chrI,2623103,2628579,-,Y23H5A.7,WBGene00000800,cars-1
chrI,2633009,2634643,+,Y23H5A.8,WBGene00023172,
chrI,2553036,2555426,+,Y23H5B.1,WBGene00021272,
chrI,2556226,2557455,+,Y23H5B.12,WBGene00194701,
chrI,2549298,2550200,+,Y23H5B.2,WBGene00021273,
chrI,2544751,2546190,+,Y23H5B.3,WBGene00021274,
chrI,2533270,2542094,+,Y23H5B.4,WBGene00021275,dmsr-2
chrI,2498136,2506257,+,Y23H5B.5,WBGene00021276,
chrI,2489978,2497385,+,Y23H5B.6,WBGene00021277,
chrI,2506781,2513828,-,Y23H5B.7,WBGene00021278,
chrI,2546899,2548329,-,Y23H5B.8,WBGene00021279,
chrI,2551377,2551592,-,Y23H5B.9,WBGene00021280,nspd-8
chrIV,4408599,4414685,+,Y24D9A.1,WBGene00021281,ell-1
chrIV,4390846,4393449,+,Y24D9A.2,WBGene00021282,set-21
chrIV,4389128,4390624,-,Y24D9A.4,WBGene00004419,rpl-7A
chrIV,4398597,4399743,-,Y24D9A.5,WBGene00021283,
chrIV,4399872,4400393,-,Y24D9A.6,WBGene00021284,
chrIV,4404931,4405164,-,Y24D9A.7,WBGene00021285,
chrIV,4386623,4388873,+,Y24D9A.8,WBGene00021286,
chrIV,4317411,4321905,+,Y24D9B.1,WBGene00021287,
chrIV,11605285,11607500,+,Y24F12A.1,WBGene00012496,
chrIV,11603589,11604901,-,Y24F12A.2,WBGene00012497,ragc-1
chrIV,11608877,11610277,+,Y24F12A.3,WBGene00012498,
chrII,3114258,3116762,+,Y25C1A.1,WBGene00021288,clec-123
chrII,3091506,3093860,-,Y25C1A.10,WBGene00005179,srg-22
chrII,3093905,3096163,-,Y25C1A.11,WBGene00005180,srg-23
chrII,3098406,3100649,-,Y25C1A.12,WBGene00005181,srg-24
chrII,3109374,3111230,-,Y25C1A.13,WBGene00021296,
chrII,3096067,3096960,-,Y25C1A.14,WBGene00194985,
chrII,3112616,3113206,+,Y25C1A.2,WBGene00021289,
chrII,3106068,3108035,+,Y25C1A.3,WBGene00021290,clec-122
chrII,3102321,3104739,+,Y25C1A.4,WBGene00021291,clec-121
chrII,3078799,3087684,+,Y25C1A.5,WBGene00021292,copb-1
chrII,3058261,3062115,+,Y25C1A.6,WBGene00021293,
chrII,3062543,3071384,-,Y25C1A.7,WBGene00021294,
chrII,3071168,3076949,-,Y25C1A.8,WBGene00021295,
chrII,3088477,3091299,-,Y25C1A.9,WBGene00005178,srg-21
chrI,13082669,13082954,-,Y26D4A.12,WBGene00012509,
chrI,13091098,13094426,+,Y26D4A.13,WBGene00012510,
chrI,13077545,13077930,+,Y26D4A.17,WBGene00045234,
chrI,13066956,13069030,+,Y26D4A.2,WBGene00012500,hpo-2
chrI,13101345,13101890,+,Y26D4A.21,WBGene00077684,
chrI,13072056,13073051,-,Y26D4A.3,WBGene00012501,
chrI,13069518,13071159,-,Y26D4A.4,WBGene00012502,clec-107
chrI,13076611,13077009,+,Y26D4A.5,WBGene00012503,
chrI,13081400,13082154,-,Y26D4A.6,WBGene00012504,clec-108
chrI,13083309,13085493,-,Y26D4A.8,WBGene00012505,
chrX,13914734,13917105,-,Y26E6A.1,WBGene00012512,ekl-5
chrX,13910869,13912912,-,Y26E6A.2,WBGene00012513,
chrX,13908346,13909870,-,Y26E6A.3,WBGene00012514,
chrV,17692476,17695801,-,Y26G10.1,WBGene00012515,
chrV,17701186,17703259,+,Y26G10.2,WBGene00005255,srh-32
chrV,17697480,17699171,-,Y26G10.4,WBGene00077640,
chrV,17700410,17700798,-,Y26G10.5,WBGene00189930,
chrV,17699933,17700348,+,Y26G10.6,WBGene00189931,
chrV,17696164,17696822,-,Y26G10.7,WBGene00189932,
chrII,3171471,3172279,-,Y27F2A.10,WBGene00045303,
chrII,3189341,3190957,+,Y27F2A.11,WBGene00045304,
chrII,3185161,3186793,+,Y27F2A.2,WBGene00005590,sri-78
chrII,3177969,3180471,+,Y27F2A.3,WBGene00005552,sri-40
chrII,3155170,3156852,-,Y27F2A.4,WBGene00005545,sri-33
chrII,3168770,3170192,-,Y27F2A.5,WBGene00021297,fbxc-55
chrII,3180482,3182679,-,Y27F2A.6,WBGene00021298,
chrII,3157494,3159088,-,Y27F2A.7,WBGene00005546,sri-34
chrII,3183789,3184633,+,Y27F2A.8,WBGene00021299,
chrII,3191216,3191647,-,Y27F2A.9,WBGene00021300,
chrIV,7590550,7605887,+,Y2C2A.1,WBGene00006453,tag-80
chrV,13433040,13437533,-,Y2H9A.1,WBGene00003222,mes-4
chrV,13430637,13432700,-,Y2H9A.2,WBGene00005095,srd-17
chrV,13441953,13443388,+,Y2H9A.3,WBGene00000735,col-162
chrV,13445731,13448801,+,Y2H9A.4,WBGene00012381,
chrV,13443821,13445156,+,Y2H9A.6,WBGene00086568,
chrV,16488451,16489083,+,Y32B12A.1,WBGene00012516,sqst-4
chrV,16493634,16494428,-,Y32B12A.3,WBGene00012518,comt-2
chrV,16494709,16495206,-,Y32B12A.4,WBGene00012519,
chrV,16486957,16487553,-,Y32B12A.5,WBGene00012520,
chrV,16536998,16537766,+,Y32B12B.1,WBGene00012521,
chrV,16538375,16550089,+,Y32B12B.2,WBGene00012522,
chrV,16550959,16552261,+,Y32B12B.3,WBGene00012523,srbc-65
chrV,16553314,16563484,+,Y32B12B.4,WBGene00012524,
chrV,16573447,16574931,+,Y32B12B.5,WBGene00006196,str-149
chrV,16569366,16571319,-,Y32B12B.6,WBGene00006471,nhr-233
chrV,16565918,16567551,+,Y32B12B.7,WBGene00005708,sru-45
chrV,16606598,16607955,+,Y32B12C.1,WBGene00012525,
chrV,16611314,16612682,+,Y32B12C.2,WBGene00005801,srw-54
chrV,16612771,16614746,-,Y32B12C.3,WBGene00012526,
chrV,10436923,10441121,+,Y32F6A.1,WBGene00012527,set-22
chrV,10438343,10440772,-,Y32F6A.2,WBGene00004909,snf-10
chrV,10441956,10452910,+,Y32F6A.3,WBGene00012528,pap-1
chrV,10428704,10433581,-,Y32F6A.4,WBGene00012529,
chrV,10446511,10453758,-,Y32F6A.5,WBGene00012530,
chrV,10480923,10484717,-,Y32F6B.1,WBGene00012531,
chrV,10486450,10490025,-,Y32F6B.2,WBGene00003570,ncx-5
chrV,10478567,10480942,+,Y32F6B.3,WBGene00012532,crp-1
chrV,1921620,1922380,+,Y32G9A.1,WBGene00001785,gst-37
chrV,1913599,1917037,-,Y32G9A.10,WBGene00021307,
chrV,1912327,1912903,+,Y32G9A.11,WBGene00021308,
chrV,1919321,1920204,-,Y32G9A.12,WBGene00044516,
chrV,1917394,1917985,-,Y32G9A.13,WBGene00044517,
chrV,1920547,1921028,+,Y32G9A.2,WBGene00021301,
chrV,1912951,1913469,+,Y32G9A.3,WBGene00021302,
chrV,1908895,1910691,+,Y32G9A.4,WBGene00005644,srp-3
chrV,1907653,1908527,+,Y32G9A.5,WBGene00021303,
chrV,1895796,1906518,+,Y32G9A.6,WBGene00021304,nphp-2
chrV,1875538,1882239,-,Y32G9A.8,WBGene00021305,oig-6
chrV,1823128,1830029,-,Y32G9B.1,WBGene00021309,
chrIII,5362170,5364333,+,Y32H12A.1,WBGene00021310,
chrIII,5346094,5349454,-,Y32H12A.2,WBGene00021311,
chrIII,5364473,5368008,-,Y32H12A.3,WBGene00000973,dhs-9
chrIII,5369144,5372277,-,Y32H12A.4,WBGene00021312,
chrIII,5375659,5379892,-,Y32H12A.5,WBGene00021313,paqr-2
chrIII,5380867,5381962,-,Y32H12A.6,WBGene00021314,
chrIII,5382248,5385376,-,Y32H12A.7,WBGene00021315,
chrIII,5385477,5404946,-,Y32H12A.8,WBGene00021316,
chrIII,5352802,5353150,-,Y32H12A.9,WBGene00021317,
chrX,5249819,5252749,+,Y34B4A.10,WBGene00021326,
chrX,5279497,5281122,+,Y34B4A.2,WBGene00021319,
chrX,5275535,5278485,+,Y34B4A.3,WBGene00002031,hst-6
chrX,5264298,5272051,+,Y34B4A.4,WBGene00021320,
chrX,5257181,5258358,+,Y34B4A.5,WBGene00021321,
chrX,5252969,5255036,+,Y34B4A.6,WBGene00021322,
chrX,5244305,5246895,+,Y34B4A.7,WBGene00021323,
chrX,5271749,5275250,-,Y34B4A.8,WBGene00021324,
chrX,5255160,5256827,+,Y34B4A.9,WBGene00021325,
chrI,1019828,1029955,-,Y34D9A.1,WBGene00021327,mrpl-38
chrI,1053924,1066904,-,Y34D9A.10,WBGene00021334,vps-4
chrI,1018838,1019222,+,Y34D9A.11,WBGene00021335,spp-23
chrI,1062296,1065272,+,Y34D9A.2,WBGene00021328,npr-23
chrI,1034475,1040871,+,Y34D9A.3,WBGene00021329,
chrI,1030632,1033441,-,Y34D9A.4,WBGene00004952,spd-1
chrI,1049597,1050729,+,Y34D9A.6,WBGene00021331,glrx-10
chrI,1041487,1048562,+,Y34D9A.7,WBGene00021332,
chrI,1019579,1053648,-,Y34D9A.8,WBGene00021333,
chrI,948569,957376,-,Y34D9B.1,WBGene00003238,mig-1
chrIII,1020959,1021865,+,Y34F4.1,WBGene00021336,
chrIII,1010524,1011388,+,Y34F4.2,WBGene00021337,
chrIII,1015669,1016125,-,Y34F4.3,WBGene00021338,
chrIII,1023283,1024550,-,Y34F4.4,WBGene00021339,
chrIII,1026451,1028404,-,Y34F4.5,WBGene00021340,
chrIII,1008443,1009902,+,Y34F4.6,WBGene00189956,
chrX,32451,34439,-,Y35H6.3,WBGene00021342,
chrV,15423854,15425379,-,Y36E3A.1,WBGene00012533,fbxa-209
chrV,15426182,15426951,+,Y36E3A.2,WBGene00194708,
chrIV,13905965,13912272,-,Y37A1A.2,WBGene00012535,
chrIV,13897828,13902847,-,Y37A1A.3,WBGene00012536,
chrIV,13934420,13943703,+,Y37A1A.4,WBGene00045063,
chrIV,14071350,14076719,+,Y37A1B.1,WBGene00003085,lst-3
chrIV,14013999,14015919,-,Y37A1B.10,WBGene00005810,srw-63
chrIV,13989069,14012049,+,Y37A1B.11,WBGene00001190,egl-23
chrIV,13984489,13985668,-,Y37A1B.12,WBGene00006597,tor-1
chrIV,13982659,13984141,-,Y37A1B.13,WBGene00006598,tor-2
chrIV,13981062,13982498,-,Y37A1B.15,WBGene00001575,gei-18
chrIV,13964336,13979822,-,Y37A1B.17,WBGene00044989,
chrIV,14060980,14069831,-,Y37A1B.2,WBGene00003086,lst-4
chrIV,14059526,14060687,-,Y37A1B.4,WBGene00012537,
chrIV,14051175,14056643,+,Y37A1B.5,WBGene00012538,
chrIV,14042568,14043755,-,Y37A1B.7,WBGene00012540,
chrIV,14020173,14024603,+,Y37A1B.8,WBGene00012541,irld-55
chrIV,14016074,14019958,-,Y37A1B.9,WBGene00012542,irld-56
chrIV,14107706,14116009,-,Y37A1C.1,WBGene00012543,nkcc-1
chrIII,5770140,5774538,+,Y37B11A.1,WBGene00021343,cutl-23
chrIII,5774633,5781974,-,Y37B11A.2,WBGene00021344,
chrIII,5782691,5785089,-,Y37B11A.3,WBGene00021345,
chrIII,12816689,12818006,-,Y37D8A.1,WBGene00000203,arx-5
chrIII,12874906,12875682,+,Y37D8A.10,WBGene00012550,hpo-21
chrIII,12875105,12877476,-,Y37D8A.11,WBGene00012551,cec-7
chrIII,12878414,12880598,+,Y37D8A.12,WBGene00012552,
chrIII,12880940,12891637,-,Y37D8A.13,WBGene00006804,unc-71
chrIII,12905388,12906513,+,Y37D8A.14,WBGene00012553,cco-2
chrIII,12910128,12914833,+,Y37D8A.15,WBGene00001457,flp-14
chrIII,12915064,12918574,-,Y37D8A.16,WBGene00012554,
chrIII,12921428,12925898,-,Y37D8A.17,WBGene00012555,
chrIII,12926456,12927784,+,Y37D8A.18,WBGene00012556,mrps-10
chrIII,12929672,12931335,+,Y37D8A.19,WBGene00012557,
chrIII,12820040,12825550,+,Y37D8A.2,WBGene00012544,
chrIII,12928269,12931766,-,Y37D8A.21,WBGene00012558,
chrIII,12934616,12940968,+,Y37D8A.22,WBGene00012559,epg-3
chrIII,12942546,12949798,+,Y37D8A.23,WBGene00006762,unc-25
chrIII,12818357,12820151,-,Y37D8A.25,WBGene00012560,
chrIII,12855743,12856627,-,Y37D8A.26,WBGene00012561,
chrIII,12829267,12837164,+,Y37D8A.3,WBGene00012545,
chrIII,12837085,12838852,-,Y37D8A.4,WBGene00012546,
chrIII,12853952,12855497,-,Y37D8A.5,WBGene00012547,
chrIII,12856726,12857812,-,Y37D8A.6,WBGene00012548,
chrIII,12866968,12867393,+,Y37D8A.8,WBGene00012549,
chrIII,12871037,12874554,-,Y37D8A.9,WBGene00003406,mrg-1
chrIV,3709510,3715513,+,Y37E11AL.1,WBGene00021357,
chrIV,3701285,3701939,-,Y37E11AL.12,WBGene00195010,
chrIV,3698508,3699718,+,Y37E11AL.2,WBGene00021358,
chrIV,3694913,3698432,+,Y37E11AL.3,WBGene00021359,
chrIV,3663631,3664405,+,Y37E11AL.4,WBGene00021360,
chrIV,3664963,3668698,-,Y37E11AL.6,WBGene00021362,
chrIV,3683531,3686862,-,Y37E11AL.7,WBGene00003129,map-1
chrIV,3687806,3694738,-,Y37E11AL.8,WBGene00021363,taf-6.2
chrIV,3699799,3700649,-,Y37E11AL.9,WBGene00021364,
chrIV,3726126,3735491,+,Y37E11AM.1,WBGene00021365,smgl-2
chrIV,3722883,3725456,-,Y37E11AM.2,WBGene00021366,
chrIV,3715775,3722787,-,Y37E11AM.3,WBGene00021367,
chrIV,3755775,3759932,+,Y37E11AR.1,WBGene00021368,best-20
chrIV,3744040,3747301,+,Y37E11AR.2,WBGene00021369,siah-1
chrIV,3735836,3738931,-,Y37E11AR.3,WBGene00021370,nape-2
chrIV,3739519,3740866,-,Y37E11AR.4,WBGene00021371,nape-1
chrIV,3748198,3751096,-,Y37E11AR.5,WBGene00021372,ugt-45
chrIV,3761187,3766821,-,Y37E11AR.6,WBGene00006869,vab-2
